Time,Ajay:RELB:X,Ajay:RELB:Y,Ajay:RELB:Z,Ajay:RSHO:X,Ajay:RSHO:Y,Ajay:RSHO:Z,Ajay:RFA1:X,Ajay:RFA1:Y,Ajay:RFA1:Z,Ajay:RFA2:X,Ajay:RFA2:Y,Ajay:RFA2:Z,Ajay:RFRA:X,Ajay:RFRA:Y,Ajay:RFRA:Z,Ajay:RH1:X,Ajay:RH1:Y,Ajay:RH1:Z,Ajay:RH2:X,Ajay:RH2:Y,Ajay:RH2:Z,Ajay:RH3:X,Ajay:RH3:Y,Ajay:RH3:Z,Ajay:RH4:X,Ajay:RH4:Y,Ajay:RH4:Z,Ajay:RH5:X,Ajay:RH5:Y,Ajay:RH5:Z,Ajay:RH6:X,Ajay:RH6:Y,Ajay:RH6:Z,Ajay:RIF1:X,Ajay:RIF1:Y,Ajay:RIF1:Z,Ajay:RIF2:X,Ajay:RIF2:Y,Ajay:RIF2:Z,Ajay:RIF3:X,Ajay:RIF3:Y,Ajay:RIF3:Z,Ajay:RPF1:X,Ajay:RPF1:Y,Ajay:RPF1:Z,Ajay:RPF2:X,Ajay:RPF2:Y,Ajay:RPF2:Z,Ajay:RPF3:X,Ajay:RPF3:Y,Ajay:RPF3:Z,Ajay:RRF1:X,Ajay:RRF1:Y,Ajay:RRF1:Z,Ajay:RRF2:X,Ajay:RRF2:Y,Ajay:RRF2:Z,Ajay:RRF3:X,Ajay:RRF3:Y,Ajay:RRF3:Z,Ajay:RRF4:X,Ajay:RRF4:Y,Ajay:RRF4:Z,Ajay:RTF1:X,Ajay:RTF1:Y,Ajay:RTF1:Z,Ajay:RTF2:X,Ajay:RTF2:Y,Ajay:RTF2:Z,Ajay:RTF3:X,Ajay:RTF3:Y,Ajay:RTF3:Z,Ajay:RTH1:X,Ajay:RTH1:Y,Ajay:RTH1:Z,Ajay:RTH2:X,Ajay:RTH2:Y,Ajay:RTH2:Z,Ajay:RTH3:X,Ajay:RTH3:Y,Ajay:RTH3:Z,Ajay:RUPA:X,Ajay:RUPA:Y,Ajay:RUPA:Z,Ajay:RWRA:X,Ajay:RWRA:Y,Ajay:RWRA:Z,Ajay:RWRB:X,Ajay:RWRB:Y,Ajay:RWRB:Z
1.2500,623.4,-305.92,33.063,477.07,-359.79,286.08,439.96,-156.92,18.598,491.99,-131.78,1.816,537.52,-209.26,41.202,381.73,-94.026,19.992,367.69,-66.692,36.242,383.71,-44.497,33.837,403.28,-41.478,22.763,420.27,-34.007,2.7813,436.05,-64.979,4.0799,321.4,-36.621,33.255,303.96,-20.307,32.361,280.08,-0.8964,23.305,394.39,-2.282,10.241,374.96,22.894,9.5703,346.91,33.047,4.1396,375.28,-6.5546,24.457,365.9,3.0026,25.674,342.64,23.011,12.284,313.67,31.065,9.2467,344.36,-8.2847,41.671,324.29,16.85,46.369,302.65,34.775,46.084,344.75,-104.07,-3.2461,320.61,-82.471,1.9881,301.55,-75.615,6.4882,547.2,-326.48,153.77,418.51,-126.77,15.707,460.65,-89.818,-0.69338
1.2583,623.17,-306.23,32.565,477.23,-359.56,286.18,439.91,-157.1,20.206,491.6,-132.03,2.3103,537.61,-209.38,41.585,381.8,-93.783,22.029,367.88,-65.924,38.901,384.14,-43.843,35.343,403.33,-41.163,23.726,419.96,-34.199,3.4731,435.27,-65.113,4.6013,322.88,-35.627,37.914,305.8,-18.709,38.502,281.24,1.2615,31.379,394.32,-2.0456,10.704,374.9,23.173,9.4636,346.82,33.5,3.9479,375.55,-6.2881,25.821,365.7,3.4071,26.018,342.25,23.012,12.233,313.7,31.214,9.1406,345.31,-6.3158,41.593,324.84,18.466,46.203,303.31,36.447,45.602,344.17,-104.92,-0.2151,319.62,-83.723,5.1733,300.6,-76.248,9.7248,547.41,-326.59,153.54,418.34,-126.92,17.551,460.16,-90.103,0.039551
1.2667,622.79,-306.42,32.103,477.38,-359.35,286.23,439.78,-157.17,21.825,491.03,-132.17,2.6683,537.6,-209.4,41.892,381.62,-93.189,24.384,368.31,-65.075,41.149,384.62,-43.169,36.916,403.77,-40.806,25.025,419.54,-34.308,4.0805,434.6,-65.232,5.186,324.68,-34.317,42.661,307.93,-17.016,44.588,283.46,4.0191,38.997,393.98,-1.8114,10.938,375.04,23.482,9.6835,346.75,33.962,3.9872,376.1,-5.4495,26.884,364.22,3.417,25.813,342.11,23.095,12.246,313.53,31.345,9.0258,345.66,-4.9224,42.241,325.21,20.128,45.816,303.82,38.141,44.748,342.16,-103.43,2.5289,318.6,-85.046,8.6947,298.73,-75.89,13.246,547.56,-326.71,153.31,418.08,-126.98,19.397,459.49,-90.37,0.61694
1.2750,622.29,-306.45,31.598,477.54,-359.18,286.26,439.51,-157.12,23.338,490.31,-132.26,2.8805,537.49,-209.34,42.107,381.42,-92.667,26.758,368.69,-64.333,43.241,384.99,-42.404,38.385,403.76,-40.2,26.029,419.04,-34.291,4.599,434.05,-65.287,5.8155,326.64,-32.726,47.058,310.48,-15.028,50.315,286.31,6.8969,46.158,393.57,-1.5289,11.187,374.92,23.688,9.858,346.41,34.481,4.1992,376.55,-4.5228,27.651,363.65,3.8027,26.04,341.81,23.262,12.43,313.31,31.507,8.8884,345.98,-3.5796,42.892,325.59,21.675,45.737,304.18,39.552,44.04,341.56,-103.91,5.9247,317.56,-85.8,12.316,296.49,-74.886,16.775,547.59,-326.81,153.12,417.76,-126.95,21.111,458.69,-90.541,1.0306
1.2833,621.72,-306.38,31.1,477.69,-359.07,286.29,439.06,-157.04,24.539,489.5,-132.31,2.9677,537.23,-209.2,42.184,381.26,-92.22,28.852,369.12,-63.438,45.308,385.1,-41.671,39.548,403.27,-39.605,26.618,418.48,-34.218,5.1056,433.45,-65.236,6.348,328.67,-31.004,50.961,313.5,-12.718,55.498,289.46,8.9926,52.933,393.17,-1.1733,11.569,374.52,23.889,9.8863,345.93,34.981,4.5943,376.88,-3.6546,28.53,364.32,4.663,26.666,341.37,23.546,12.773,313.17,31.705,8.7262,346.3,-2.2986,43.693,326.07,23.093,46.098,304.42,40.707,43.805,342.17,-106.32,9.573,316.48,-85.922,15.876,294.44,-73.581,20.031,547.4,-326.79,152.94,417.3,-126.84,22.51,457.77,-90.652,1.3602
1.2917,621.11,-306.18,30.643,477.78,-358.97,286.29,438.35,-156.94,25.29,488.52,-132.3,3.0123,536.75,-208.93,42.111,380.94,-91.722,30.546,369.52,-62.539,47.133,385.14,-41.182,40.596,403.53,-39.069,27.781,417.84,-34.016,5.6962,432.78,-65.058,6.8128,330.99,-29.15,54.729,316.49,-10.424,59.771,292.94,11.399,58.566,392.63,-0.73721,12.004,374.03,24.271,9.9846,345.35,35.316,4.8434,377.11,-2.8361,29.57,365.57,5.6736,28.279,341.14,23.845,13.06,313,31.865,8.5632,346.7,-1.1753,44.741,326,24.313,46.33,304.58,41.796,44.034,341.33,-106.46,12.168,315.35,-85.699,19.123,293.12,-72.322,22.737,546.99,-326.6,152.76,416.61,-126.69,23.46,456.74,-90.684,1.6109
1.3000,620.43,-305.79,30.208,477.85,-358.9,286.28,437.4,-156.8,25.56,487.42,-132.2,3.0531,536.01,-208.58,41.908,380.37,-91.344,31.83,369.46,-62.111,48.383,385.17,-40.772,41.764,403.13,-38.735,28.692,417.2,-33.778,6.3997,432.01,-64.865,7.2622,332.17,-27.63,56.791,318.8,-8.4024,62.712,296.64,14.552,62.429,392,-0.26595,12.562,373.3,24.582,10.176,344.71,35.503,4.8254,377.21,-2.1028,30.652,365.94,6.3668,29.318,341.04,24.092,13.236,312.77,31.984,8.386,347.04,-0.25873,45.965,325.6,25.327,46.568,304.75,42.76,44.549,340.42,-106.41,14.139,314.26,-85.188,21.627,292.46,-71.021,24.912,546.41,-326.21,152.58,415.65,-126.55,23.913,455.63,-90.641,1.7588
1.3083,619.69,-305.2,29.844,477.92,-358.89,286.25,436.17,-156.61,25.352,486.27,-131.95,3.0239,534.98,-208.25,41.627,379.56,-91.064,32.544,368.98,-61.97,49.243,384.98,-40.48,42.88,402.59,-38.61,29.479,416.61,-33.512,7.2005,431.41,-64.675,7.911,333.42,-26.241,58.81,320.34,-6.7318,64.487,299.72,17.212,64.899,391.31,0.17238,13.255,372.2,24.843,10.288,343.85,35.6,4.7916,377.14,-1.4902,31.654,365.8,6.8039,30.239,340.79,24.296,13.499,312.5,32.078,8.2447,347.21,0.47801,47.165,325.68,26.08,47.401,304.8,43.479,45.107,339.38,-106.04,15.166,313.23,-84.418,23.003,291.77,-69.267,26.045,545.75,-325.61,152.42,414.46,-126.39,23.801,454.51,-90.507,1.7791
1.3167,618.98,-304.42,29.588,477.96,-358.94,286.23,434.81,-156.39,24.538,485.12,-131.56,2.7202,533.69,-207.93,41.279,378.55,-90.777,32.521,368.34,-61.985,49.675,384.59,-40.369,43.677,402.17,-38.547,30.205,416.04,-33.168,7.9124,430.99,-64.458,8.426,333.67,-25.466,59.459,321.02,-5.6171,65.39,301.83,18.899,66.223,390.62,0.5829,13.985,371.1,25.1,10.502,342.83,35.645,4.8175,376.86,-1.034,32.455,365.47,7.131,31.094,340.48,24.494,13.83,312.22,32.172,8.1218,347.17,0.96452,48.129,325.88,26.44,48.458,304.62,43.949,45.609,338.18,-105.25,15.144,312.3,-83.343,23.092,291.07,-66.929,25.821,545.11,-324.94,152.31,413.25,-126.07,23.075,453.41,-90.22,1.6041
1.3250,618.26,-303.38,29.446,477.94,-359.02,286.21,433.39,-156.03,23.257,483.97,-131.08,2.103,532.23,-207.53,40.83,377.4,-90.463,31.732,367.33,-62.348,49.334,383.87,-40.323,43.808,401.73,-38.487,30.525,415.49,-32.813,8.2755,430.31,-64.249,8.2392,333.16,-25.076,59.441,320.82,-4.9875,65.521,303.13,19.847,66.705,390.03,0.95644,14.496,370.26,25.299,10.749,341.98,35.753,4.8476,376.34,-0.76971,32.934,364.63,7.4455,31.581,340.14,24.752,14.08,311.94,32.341,7.9684,346.7,1.1757,48.577,325.3,26.567,48.925,304.16,44.228,45.92,336.83,-104.1,14.05,311.36,-81.816,21.996,290.39,-64.341,24.557,544.54,-324.23,152.28,411.83,-125.67,21.774,452.24,-89.832,1.0508
1.3333,617.58,-302.15,29.51,477.87,-359.09,286.2,431.9,-155.57,21.771,482.82,-130.53,1.3054,530.74,-206.96,40.273,375.93,-90.267,30.327,365.92,-62.477,48.202,382.83,-40.367,43.099,400.64,-38.524,29.827,414.96,-32.49,7.984,429.38,-64.014,7.3582,331.41,-25.23,58.193,318.39,-5.7101,64.37,300.89,19.212,65.948,389.58,1.3053,14.518,369.6,25.705,10.723,341.48,36.075,4.9207,375.54,-0.73299,32.972,363.63,7.7254,31.824,339.67,25.196,14.264,311.56,32.715,7.8389,345.54,1.1585,48.24,324.07,26.693,48.77,303.25,44.373,46.014,335.44,-102.65,11.927,310.4,-79.793,19.701,289.49,-61.703,22.406,544.05,-323.53,152.3,410.01,-125.35,19.986,451.08,-89.364,0.057021
1.3417,617.02,-300.84,29.735,477.74,-359.14,286.21,430.5,-155.05,20.051,481.71,-129.86,0.3542,529.32,-206.2,39.632,374.14,-90.095,28.245,364.28,-62.026,46.055,381.47,-40.407,41.423,399.6,-38.264,28.676,414.37,-32.14,6.9006,428.41,-63.709,5.9892,328.91,-25.505,55.685,315.43,-6.2801,61.922,297.75,18.293,64.459,389.24,1.6939,13.984,369.25,26.356,10.573,341.25,36.682,5.0772,374.42,-0.95941,32.446,362.95,7.976,31.76,338.98,25.986,14.38,311,33.496,7.8003,343.69,0.95288,47.004,322.7,26.63,48.317,301.93,44.417,45.727,334.04,-100.99,8.8238,309.31,-77.245,16.123,288.16,-59.09,19.611,543.65,-322.87,152.38,408.44,-124.9,17.892,450.01,-88.778,-1.2197
1.3500,616.55,-299.48,30.014,477.57,-359.18,286.23,429.26,-154.46,18.119,480.71,-129.1,-0.71114,527.99,-205.33,38.967,372.42,-89.53,25.133,362.32,-61.655,42.734,379.62,-40.237,38.732,398.19,-38.143,26.249,413.57,-31.721,5.1527,427.4,-63.28,4.1905,325.89,-25.506,51.588,311.85,-6.4633,57.228,293.14,16.792,60.061,388.91,2.0215,12.956,369.27,26.873,10.517,341.13,37.577,5.3168,370.78,-2.081,29.936,362.09,8.1868,31.274,338.19,27.1,14.444,310.33,34.934,8.0329,341.35,0.44501,44.923,321.08,26.245,47.379,300.18,44.348,44.793,332.67,-99.382,4.8049,307.82,-74.165,11.669,287.28,-56.11,13.088,543.3,-322.26,152.56,407.28,-124.23,15.65,449.09,-88.074,-2.6681
1.3583,616.15,-298.08,30.356,477.39,-359.2,286.22,428.18,-153.74,16.008,479.88,-128.26,-1.8566,526.78,-204.39,38.282,370.78,-88.698,21.162,359.93,-61.303,38.564,377.64,-39.891,35.369,396.54,-37.978,23.325,412.58,-31.272,2.8605,426.39,-62.723,2.1495,322.06,-25.167,45.687,307.75,-6.051,49.831,288.5,15.487,51.331,388.73,2.0798,11.847,369.33,27.188,10.407,341.03,38.452,5.5556,369.7,-2.0389,28.44,360.49,8.3259,30.324,337.81,28.48,14.565,309.66,36.906,8.5771,338.74,-0.14565,42.262,318.85,25.685,45.444,297.99,44.176,42.973,331.44,-97.978,-0.17126,306.85,-72.159,4.9445,286.85,-53.098,3.8817,543.03,-321.66,152.75,406.11,-123.49,13.22,448.31,-87.273,-4.2976
1.3667,615.8,-296.67,30.747,477.21,-359.19,286.22,427.25,-152.91,13.665,479.2,-127.35,-3.1131,525.79,-203.43,37.534,369.09,-87.89,16.719,357.16,-60.7,33.577,375.33,-39.573,31.292,394.58,-37.96,19.793,411.57,-30.818,0.25747,425.34,-62.138,-0.072075,317.58,-24.203,36.254,303,-5.2538,39.487,283.34,16.31,38.878,388.63,1.9234,10.819,369.44,27.523,10.43,341.17,39.129,5.7044,368.53,-2.2758,26.709,358.63,8.0087,28.896,337.57,29.744,14.475,309.4,38.994,9.297,336.01,-0.2884,39.254,315.89,25.084,42.027,295.31,43.804,39.665,330.48,-96.724,-6.0824,305.88,-70.319,-2.416,286.5,-51.054,-4.7159,542.82,-321.07,152.91,404.92,-122.75,10.498,447.54,-86.423,-6.0771
1.3750,615.51,-295.26,31.151,476.99,-359.15,286.23,426.31,-152.08,11.205,478.59,-126.45,-4.4213,524.97,-202.42,36.722,367.46,-87.196,11.867,354.12,-60.084,27.766,372.48,-39.47,26.636,392.73,-38.185,16.38,410.64,-30.444,-2.2297,424.12,-61.625,-2.548,313.4,-23.319,25.934,298.22,-4.579,26.972,277.21,19.458,22.418,388.16,1.6672,9.5129,369.72,27.688,10.803,341.68,39.881,5.9116,367.44,-2.9399,24.997,357.3,6.9169,27.503,336.54,30.375,13.925,309.56,40.824,10.212,332.97,-1.4943,36.328,312.48,24.534,36.969,291.97,43.147,34.842,330.12,-95.97,-12.199,305.19,-70.325,-9.4063,285.87,-50.978,-9.4145,542.61,-320.46,153.12,403.71,-122.03,7.4933,446.98,-85.585,-7.6791
1.3833,615.28,-293.93,31.534,476.76,-359.07,286.21,425.24,-151.43,8.7432,478.09,-125.59,-5.5986,524.16,-201.38,35.838,365.97,-86.756,7.011,351.04,-59.554,21.626,369.71,-39.729,22.144,390.91,-38.73,13.259,409.81,-30.319,-4.2682,422.9,-61.3,-4.988,309.43,-22.739,14.727,293.87,-4.4084,13.494,275.53,19.967,17.189,387.43,1.2641,8.1483,370.07,27.513,11.31,342.1,40.527,6.3097,366.15,-4.2543,23.393,356.36,5.5382,26.425,336.86,31.04,14.057,309.69,42.168,11.035,329.04,-1.7012,28.64,309.03,24.162,30.476,288.98,43.035,26.925,330.47,-96.136,-17.726,304.81,-72.083,-11.327,284.87,-53.308,-9.1987,542.39,-319.84,153.35,402.47,-121.5,4.3905,446.59,-84.843,-9.052
1.3917,615.08,-292.73,31.852,476.54,-358.94,286.14,424.3,-151.09,6.3724,477.69,-124.9,-6.6378,523.35,-200.41,34.903,364.77,-86.472,2.6513,349.51,-60.244,18.507,367.26,-40.225,18.004,389.4,-39.335,10.575,409.13,-30.424,-5.9758,421.96,-61.182,-7.0995,307.16,-25.702,16.04,293.07,-4.3986,11.308,274.54,19.668,12.842,386.89,0.76691,7.1204,370.43,27.183,11.697,342.13,40.676,6.6725,364.94,-5.7394,22.088,355.51,4.2499,25.324,336.32,30.994,13.71,309.72,42.894,11.301,326.27,-1.9498,22.675,305.8,24.022,23.015,287.04,43.82,18.513,330.48,-96.237,-20.916,304.89,-73.055,-13.139,284.41,-55.296,-9.8789,542.18,-319.22,153.5,401.37,-121.26,1.6538,446.02,-84.33,-10.557
1.4000,614.91,-291.7,32.085,476.3,-358.74,286.04,423.76,-151.04,4.6171,477.27,-124.55,-7.6946,522.64,-199.65,34.048,364.23,-87.04,1.3164,349.18,-60.624,17.185,367.5,-40.349,17.484,388.94,-39.684,9.105,408.77,-30.63,-7.2955,421.47,-61.295,-8.6117,307.38,-25.906,15.538,292.55,-4.4334,10.424,274.05,18.882,9.3919,386.84,0.34191,6.6056,370.87,26.975,11.797,342.21,40.53,6.8101,364.62,-6.3987,21.373,351.19,2.0104,26.809,335.97,30.721,13.45,309.92,43.005,11.4,324.83,-1.4628,18.808,304.06,24.759,18.625,285.84,45.427,9.5201,333.09,-95.036,-24.341,304.36,-73.804,-14.463,284.12,-56.654,-10.548,541.89,-318.6,153.6,400.6,-121.24,-0.16118,445.34,-84.156,-12.038
1.4083,614.74,-290.85,32.313,476.11,-358.46,285.85,423.42,-151.18,4.0908,476.85,-124.53,-8.5154,522.16,-199.19,33.521,364.09,-87.107,1.8487,349.48,-60.728,17.451,368.02,-40.378,17.718,389.19,-39.829,8.9311,408.67,-30.931,-7.8556,421.22,-61.649,-9.259,307.54,-25.455,15.488,292.28,-4.5006,10.663,273.9,17.928,6.8517,387.1,0.13867,6.4338,371.22,26.923,11.656,342.58,40.476,6.8734,365.01,-6.2241,21.208,354.28,2.774,25.365,336.67,30.632,13.495,310.27,43.033,11.686,325.44,-1.9194,22.222,303.96,22.258,22.615,285.46,46.311,5.9078,335.86,-93.34,-26.845,303.27,-74.533,-15.061,283.47,-57.127,-10.573,541.53,-317.97,153.64,400.26,-121.47,-0.74907,444.84,-84.312,-12.893
1.4167,613.98,-290.31,31.697,476.01,-358.09,285.55,423.13,-151.46,4.8126,476.48,-124.75,-8.6595,522.05,-199,33.55,363.93,-87.202,2.8707,349.66,-60.532,18.47,368.36,-40.24,18.402,389.42,-39.855,9.3775,408.52,-31.24,-7.8062,420.98,-62.053,-9.1598,307.81,-24.67,15.739,292.24,-4.5882,11.844,273.91,17.123,5.2357,387.29,0.15533,6.2435,371.4,26.924,11.442,342.94,40.598,6.9452,365.41,-5.8374,21.353,355.41,3.4165,24.965,337.4,30.924,13.561,310.41,43.194,11.746,326.34,-1.3984,24.117,307.02,24.328,24.132,285.68,46.789,6.1014,343.91,-88.803,-32.167,302.6,-74.233,-13.94,283.4,-55.117,-12.086,541.12,-317.39,153.48,400.12,-121.83,-0.11967,444.38,-84.675,-12.999
1.4250,613.7,-290.2,31.24,475.99,-357.66,285.2,423.01,-151.81,6.2747,476.1,-125.15,-8.2045,522.3,-199.11,34.047,363.76,-87.267,4.5459,349.57,-60.142,19.902,368.39,-40.033,19.295,389.41,-39.814,10.114,408.28,-31.492,-7.3717,420.72,-62.414,-8.444,307.91,-24.124,16.187,292.4,-4.6841,13.788,273.91,16.789,4.5577,387.51,0.21926,6.3895,371.55,27.04,11.287,343.27,40.828,6.8884,365.64,-5.4213,21.609,356.13,4.1726,24.879,337.76,31.474,13.53,310.5,43.384,11.638,327.11,-0.45443,25.031,308.92,25.956,25.096,286.39,46.966,9.1153,344.63,-88.27,-31.714,302.1,-73.842,-12.921,282.33,-53.761,-11.431,540.77,-316.95,153.08,399.93,-122.19,1.4381,443.82,-85.12,-12.562
1.4333,613.68,-290.55,30.79,475.98,-357.25,284.95,423.1,-152.13,8.0634,475.7,-125.63,-7.4692,522.81,-199.47,34.731,363.57,-87.366,6.5722,349.38,-59.829,21.631,368.47,-39.678,20.538,389.32,-39.715,11.233,408.07,-31.754,-6.5582,420.56,-62.713,-7.1899,307.91,-23.776,16.953,292.73,-4.7762,16.315,273.94,16.885,4.9079,387.74,0.1872,6.9142,371.62,27.268,11.204,343.58,41.126,6.6553,365.73,-4.9917,22.065,356.53,4.9211,25.146,337.88,31.909,13.483,310.74,43.845,11.651,327.46,0.069435,25.945,309.82,26.762,25.948,287.45,46.947,13.964,338.94,-91.244,-26.259,301.78,-73.437,-12.014,281.9,-53.331,-11.069,540.56,-316.7,152.55,399.76,-122.58,3.4416,443.42,-85.587,-11.558
1.4417,613.94,-291.28,30.409,475.98,-356.94,284.85,423.22,-152.43,10.073,475.43,-126.15,-6.5556,523.43,-199.94,35.417,363.43,-87.524,8.6973,349.33,-59.726,23.593,368.56,-39.406,22.084,389.32,-39.603,12.652,407.87,-32.031,-5.4716,420.57,-62.962,-5.6255,308.1,-23.506,18.279,293.22,-4.8526,19.245,274.14,17.019,5.9155,387.78,0.18327,7.4246,371.64,27.464,11.179,343.83,41.558,6.5197,365.76,-4.5803,22.682,356.94,5.7242,25.606,337.81,32.103,13.548,310.88,44.385,11.663,327.95,0.21635,27.095,310.21,26.99,27.342,288.75,46.84,19.662,331.5,-95.119,-19.225,301.59,-72.792,-10.792,281.94,-53.568,-10.821,540.41,-316.71,152.07,399.71,-122.97,5.5984,443.24,-86.061,-10.227
1.4500,614.69,-292.31,30.351,476,-356.73,284.85,423.28,-152.84,12.095,475.31,-126.72,-5.5405,524.09,-200.4,35.986,363.36,-87.738,10.901,349.52,-59.779,25.782,368.73,-39.416,23.847,389.37,-39.549,14.178,407.77,-32.297,-4.2741,420.6,-63.324,-4.0296,308.43,-23.469,20.606,293.84,-4.901,22.397,274.46,17.116,8.2378,387.87,0.23765,8.1264,371.45,27.41,10.959,343.92,41.968,6.5502,365.87,-4.1572,23.246,357.25,6.4175,25.93,337.72,32.089,13.597,310.78,44.587,11.579,329.13,0.40888,28.772,310.69,27.082,29.563,290.16,46.75,25.224,327,-97.291,-14.037,301.39,-72.301,-9.5731,281.91,-53.434,-10.371,540.46,-316.97,151.71,399.81,-123.33,7.7919,443.13,-86.566,-8.9169
1.4583,614.42,-293.11,29.689,476.05,-356.65,284.89,423.36,-153.33,13.868,475.19,-127.3,-4.5443,524.7,-200.83,36.387,363.39,-88.018,13.173,350.32,-59.918,28.484,369.11,-39.608,25.805,389.55,-39.52,15.734,407.8,-32.598,-3.0725,420.33,-63.861,-2.8033,308.99,-23.62,24.009,294.57,-4.9095,25.593,274.24,17.14,12.9,388.01,0.19442,8.9706,371.28,27.174,10.686,343.89,42.119,6.5515,365.99,-3.6516,23.724,357.45,6.9422,26.063,337.6,32.076,13.458,310.66,44.511,11.38,330.57,0.74376,30.976,311.68,27.087,32.471,291.55,46.783,29.664,326.45,-97.186,-11.384,301.15,-71.862,-8.1808,281.78,-52.923,-9.594,540.9,-317.41,151.53,399.97,-123.69,9.9203,442.97,-87.113,-7.6519
1.4667,614.08,-293.87,29.082,476.11,-356.67,284.96,423.43,-153.82,15.472,474.97,-127.9,-3.6354,525.11,-201.28,36.707,363.51,-88.329,15.498,351.34,-60.16,31.373,369.71,-39.875,27.912,389.97,-39.466,17.328,407.72,-32.958,-2.0157,419.85,-64.459,-1.8212,309.9,-23.774,28.094,295.37,-4.8661,28.651,273.56,17.344,20.102,387.65,0.1221,9.2346,371.42,27.164,10.79,344.03,42.089,6.4694,366.1,-3.1749,24.071,357.6,7.4226,26.093,337.43,32.026,13.364,310.64,44.335,11.169,332.11,1.288,32.674,313,27.062,35.781,292.99,46.902,33.327,326.03,-97.093,-8.8987,300.99,-71.31,-6.4787,281.83,-52.272,-8.4449,541.35,-318.02,151.46,400.02,-124.17,11.944,442.75,-87.719,-6.4459
1.4750,614.15,-294.77,28.889,476.15,-356.72,285,423.44,-154.38,17.118,474.75,-128.53,-2.8006,525.29,-201.86,37.065,363.52,-88.639,17.835,351.66,-60.408,33.65,370.5,-40.048,30.022,390.3,-39.46,18.823,407.72,-33.343,-0.91572,419.62,-65,-0.57414,311.17,-23.807,32.477,296.91,-4.7243,33.932,273.82,17.892,28.444,387.05,0.033375,9.2218,371.26,27.264,10.766,344.08,41.939,6.2936,366.37,-2.8165,24.393,357.69,7.7933,25.953,337,31.615,13.386,310.84,43.986,11.14,332.92,1.4915,34.894,314.42,27.189,39.239,294.76,47.169,36.879,325.64,-97.024,-6.351,300.94,-70.672,-4.4395,282.08,-51.437,-6.8961,541.6,-318.77,151.41,399.99,-124.72,13.827,442.5,-88.487,-5.2427
1.4833,614.21,-295.68,28.678,476.25,-356.81,284.96,423.4,-154.99,18.754,474.51,-129.15,-1.9032,525.28,-202.61,37.541,363.47,-88.908,20.152,351.95,-60.401,35.83,371.25,-40.12,32.064,390.48,-39.544,20.283,408.06,-33.706,0.52835,419.65,-65.491,0.88938,312.65,-23.657,36.708,298.5,-4.439,38.923,275.35,18.673,35.27,387.01,-0.077699,9.7675,371,27.221,10.465,344.07,41.832,6.1682,366.82,-2.4557,24.831,357.85,8.0296,25.873,337.24,31.5,13.379,311.18,43.668,11.27,333.91,1.787,37.118,316.22,27.661,42.244,296.65,47.714,40.056,325.1,-96.843,-3.2934,300.91,-70.124,-2.1253,282.32,-50.65,-4.9604,541.77,-319.51,151.29,399.96,-125.22,15.651,442.35,-89.32,-3.9086
1.4917,614.03,-296.56,28.212,476.42,-356.91,284.82,423.31,-155.58,20.265,474.26,-129.79,-0.89871,525.14,-203.5,38.104,363.62,-89.099,22.436,352.61,-60.333,38.343,371.94,-40.172,34.108,390.94,-39.612,22,408.2,-34.042,1.843,419.7,-65.993,2.4084,314.2,-23.327,40.531,300.18,-3.897,43.392,277.89,19.61,40.275,387.35,-0.12024,10.602,371.18,27.179,10.46,344.22,41.792,6.145,367.45,-2.16,25.58,358.25,8.2116,26.138,337.46,31.409,13.356,311.19,43.557,11.276,335.56,2.1237,39.572,318.45,28.461,44.493,298.61,48.505,42.722,324.45,-96.87,-0.2723,300.83,-69.817,0.43956,282.43,-50.141,-2.4957,541.88,-320.11,151.05,399.94,-125.72,17.454,442.23,-89.915,-2.5979
1.5000,613.25,-297.21,27.309,476.56,-356.95,284.63,423.14,-156.21,21.69,474,-130.45,0.091951,525.02,-204.45,38.611,363.89,-89.253,24.709,353.19,-60.451,40.739,372.57,-40.214,36.106,391.48,-39.653,23.742,408.22,-34.401,3.0923,419.7,-66.499,3.9366,315.79,-22.853,44.056,302.1,-3.1572,47.431,280.79,20.668,44.242,387.39,-0.18752,11.182,371.4,27.075,10.564,344.36,41.692,6.1197,367.85,-2.04,26.258,358.82,8.369,26.644,337.69,31.273,13.43,310.95,43.302,11.121,337.95,2.5366,42.302,320.46,29.269,46.393,300.59,49.396,44.923,323.71,-96.93,2.8549,300.71,-69.804,3.4033,282.43,-50.004,0.62811,541.84,-320.61,150.62,399.91,-126.24,19.242,441.94,-90.373,-1.4765
1.5083,613.19,-298.09,26.826,476.69,-356.98,284.41,423.05,-156.74,23.164,473.69,-131.11,1.008,524.99,-205.31,38.988,364.08,-89.409,26.987,353.84,-60.476,43.023,373.17,-40.2,38.042,391.82,-39.685,25.337,408.58,-34.772,4.714,419.56,-66.96,5.2605,317.31,-22.329,47.301,304.21,-2.3508,51.163,283.37,21.81,47.955,386.93,-0.35161,11.427,371.44,26.866,10.505,344.44,41.558,6.0587,367.21,-2.067,26.01,359.21,8.4605,27.049,337.87,31.027,13.517,310.93,42.977,11.05,339.28,3.0552,43.941,322.23,30.054,48.095,302.42,50.304,46.656,323.36,-97.091,5.8184,300.51,-70.062,6.7973,282.28,-50.212,4.2951,541.73,-321.01,150.04,399.82,-126.75,21.056,441.59,-90.943,-0.38884
