Time,Ajay:RELB:X,Ajay:RELB:Y,Ajay:RELB:Z,Ajay:RSHO:X,Ajay:RSHO:Y,Ajay:RSHO:Z,Ajay:RFA1:X,Ajay:RFA1:Y,Ajay:RFA1:Z,Ajay:RFA2:X,Ajay:RFA2:Y,Ajay:RFA2:Z,Ajay:RFRA:X,Ajay:RFRA:Y,Ajay:RFRA:Z,Ajay:RH1:X,Ajay:RH1:Y,Ajay:RH1:Z,Ajay:RH2:X,Ajay:RH2:Y,Ajay:RH2:Z,Ajay:RH3:X,Ajay:RH3:Y,Ajay:RH3:Z,Ajay:RH4:X,Ajay:RH4:Y,Ajay:RH4:Z,Ajay:RH5:X,Ajay:RH5:Y,Ajay:RH5:Z,Ajay:RH6:X,Ajay:RH6:Y,Ajay:RH6:Z,Ajay:RIF1:X,Ajay:RIF1:Y,Ajay:RIF1:Z,Ajay:RIF2:X,Ajay:RIF2:Y,Ajay:RIF2:Z,Ajay:RIF3:X,Ajay:RIF3:Y,Ajay:RIF3:Z,Ajay:RPF1:X,Ajay:RPF1:Y,Ajay:RPF1:Z,Ajay:RPF2:X,Ajay:RPF2:Y,Ajay:RPF2:Z,Ajay:RPF3:X,Ajay:RPF3:Y,Ajay:RPF3:Z,Ajay:RRF1:X,Ajay:RRF1:Y,Ajay:RRF1:Z,Ajay:RRF2:X,Ajay:RRF2:Y,Ajay:RRF2:Z,Ajay:RRF3:X,Ajay:RRF3:Y,Ajay:RRF3:Z,Ajay:RRF4:X,Ajay:RRF4:Y,Ajay:RRF4:Z,Ajay:RTF1:X,Ajay:RTF1:Y,Ajay:RTF1:Z,Ajay:RTF2:X,Ajay:RTF2:Y,Ajay:RTF2:Z,Ajay:RTF3:X,Ajay:RTF3:Y,Ajay:RTF3:Z,Ajay:RTH1:X,Ajay:RTH1:Y,Ajay:RTH1:Z,Ajay:RTH2:X,Ajay:RTH2:Y,Ajay:RTH2:Z,Ajay:RTH3:X,Ajay:RTH3:Y,Ajay:RTH3:Z,Ajay:RUPA:X,Ajay:RUPA:Y,Ajay:RUPA:Z,Ajay:RWRA:X,Ajay:RWRA:Y,Ajay:RWRA:Z,Ajay:RWRB:X,Ajay:RWRB:Y,Ajay:RWRB:Z
0.0000,570.7,-354.84,50.287,412.53,-389.81,298.53,,,,467.86,-167.02,-5.3896,,,,362,-115.3,-4.1039,349.45,-88.521,10.207,369.49,-69.025,13.037,389.85,-69.459,3.4014,410.42,-61.688,-12.228,421.66,-93.808,-11.03,311.36,-50.811,7.8682,296.86,-31.906,11.928,275.77,-7.98,3.7422,389.95,-29.784,-1.284,377,-3.1736,5.0267,,,,,,,,,,,,,319.27,22.891,11.559,331.96,-26.083,14.9,312.73,0.11941,15.793,,,,329.47,-119.23,-33.343,303.6,-92.919,-30.985,287.33,-74.449,-35.271,490.18,-367.43,167.48,394.54,-151.26,-3.2854,443.35,-121.45,-13.243
0.0083,571.47,-354.49,49.15,414.3,-390.36,297.87,,,,468.07,-166.71,-5.8567,,,,362.16,-115.15,-4.2059,349.5,-88.299,10.187,369.48,-68.866,12.936,389.9,-69.226,3.3287,410.24,-61.526,-12.482,421.81,-93.57,-11.102,311.03,-51.173,8.5604,296.7,-31.962,11.91,275.58,-8.0466,3.7761,389.79,-29.692,-1.3357,377.21,-2.9079,5.1503,,,,,,,,,,,,,318.61,22.907,11.14,331.77,-26.238,15.39,312.59,0.196,15.728,,,,329.45,-119.22,-33.079,303.61,-92.768,-30.864,287.31,-74.361,-35.032,491.46,-367.57,166.67,394.72,-151.09,-3.4846,443.42,-121.17,-13.5
0.0167,572.25,-354.11,48.041,416.01,-390.93,297.25,,,,468.31,-166.43,-6.2476,496.5,-248.39,41.916,362.28,-115,-4.2566,349.61,-88.124,10.214,369.52,-68.7,12.854,389.97,-69.015,3.2953,410.1,-61.279,-12.707,421.92,-93.349,-11.18,310.9,-51.286,8.7833,296.62,-32.015,11.911,275.49,-8.0544,3.8093,389.17,-29.317,-1.6032,377.61,-2.6798,5.6197,,,,367.95,-31.898,9.9965,360.6,-22.135,13.052,,,,318.33,22.974,11.059,331.75,-26.155,15.578,312.53,0.29626,15.708,,,,329.48,-118.93,-33.273,303.65,-92.618,-30.759,287.33,-74.23,-34.873,492.73,-367.73,165.83,394.82,-150.91,-3.5362,443.49,-120.9,-13.7
0.0250,573.02,-353.72,47.001,417.67,-391.58,296.65,,,,468.54,-166.13,-6.5497,497.02,-248.12,41.292,362.35,-114.82,-4.2081,349.71,-87.984,10.277,369.59,-68.501,12.771,390.06,-68.856,3.2715,410.31,-61.026,-12.536,422.02,-93.106,-11.225,310.92,-51.141,8.4999,296.38,-32.065,11.827,275.41,-8.0544,3.8142,388.48,-28.598,-1.9198,377.86,-2.4815,5.9542,,,,368.03,-31.712,10.045,360.65,-21.89,13.229,,,,318.46,23.197,11.037,331.82,-25.876,15.472,312.51,0.40554,15.728,,,,329.6,-118.63,-33.444,303.74,-92.435,-30.69,287.4,-74.053,-34.791,494,-367.9,165.04,394.94,-150.69,-3.5585,443.65,-120.59,-13.783
0.0333,574.09,-353.38,46.249,419.32,-392.32,296.08,,,,468.76,-165.76,-6.8312,497.56,-247.85,40.784,362.4,-114.59,-4.1226,349.83,-87.814,10.29,369.66,-68.279,12.777,390.18,-68.65,3.2766,410.6,-60.774,-12.321,422.12,-92.819,-11.23,310.96,-50.933,8.191,295.9,-32.132,11.634,275.29,-8.0979,3.7919,388.66,-28.311,-1.8208,377.92,-2.3631,6.1046,354.26,16.208,6.5663,368.1,-31.466,10.125,360.65,-21.683,13.346,,,,318.6,23.404,10.991,331.98,-25.526,15.164,312.5,0.54632,15.779,,,,329.71,-118.5,-33.263,304.37,-92.353,-30.926,287.42,-73.925,-34.672,495.21,-368.05,164.28,395.17,-150.47,-3.6656,443.86,-120.27,-13.826
0.0417,575.46,-353.09,45.794,420.95,-393.06,295.54,,,,469.01,-165.39,-7.0596,498.07,-247.56,40.329,362.53,-114.34,-4.1212,349.99,-87.596,10.257,369.72,-68.029,12.831,390.32,-68.339,3.3092,410.72,-60.497,-12.253,422.29,-92.484,-11.226,310.94,-50.93,8.3937,295.5,-32.18,11.554,275.14,-8.1341,3.7668,389.62,-28.529,-1.3014,377.86,-2.2227,6.0433,353.16,15.733,7.9268,368.15,-31.194,10.122,360.67,-21.452,13.174,,,,318.56,23.552,11.027,332.12,-25.246,14.996,312.42,0.69931,15.805,,,,329.78,-118.45,-32.891,306.07,-92.543,-31.721,287.38,-73.836,-34.466,496.4,-368.2,163.6,395.44,-150.29,-3.7572,444,-119.94,-13.913
0.0500,576.53,-352.74,45.23,422.57,-393.81,295.04,,,,469.26,-165.04,-7.2101,498.57,-247.27,39.883,362.72,-114.1,-4.1985,350.07,-87.398,10.238,369.78,-67.755,12.813,390.4,-68.03,3.2858,410.78,-60.23,-12.222,422.49,-92.172,-11.193,310.85,-50.96,8.6077,295.37,-32.182,11.54,274.96,-8.1708,3.7408,390.27,-28.579,-0.97817,377.9,-1.9553,5.9932,352.88,15.804,8.389,368.23,-30.943,10.126,360.78,-21.138,13.029,,,,318.55,23.766,11.019,332.12,-25.062,15.048,312.26,0.79654,15.755,,,,329.88,-118.3,-32.702,306.18,-92.317,-31.711,287.43,-73.673,-34.371,497.59,-368.37,163,395.68,-150.09,-3.7532,444.08,-119.63,-14.005
0.0583,577.29,-352.28,44.48,424.17,-394.6,294.54,,,,469.48,-164.68,-7.3399,499.09,-246.99,39.511,362.89,-113.87,-4.2545,350.02,-87.208,10.22,369.81,-67.482,12.763,390.45,-67.772,3.2324,410.82,-59.932,-12.235,422.63,-91.878,-11.134,310.72,-50.912,8.5551,295.3,-32.164,11.484,274.75,-8.2183,3.7417,390.41,-28.347,-0.93488,378.1,-1.6451,6.1062,353.02,16.153,8.3906,368.29,-30.714,10.174,360.93,-20.829,13.025,,,,318.61,24.021,10.976,332.09,-24.898,15.104,312.15,0.89374,15.743,,,,330.02,-118.08,-32.681,306.29,-92.098,-31.758,287.54,-73.521,-34.416,498.73,-368.52,162.38,395.86,-149.87,-3.6601,444.14,-119.32,-14.048
0.0667,578.02,-351.74,43.7,425.74,-395.4,294.03,,,,469.7,-164.33,-7.4616,499.58,-246.69,39.198,362.98,-113.62,-4.2709,349.96,-86.956,10.152,369.67,-67.273,12.636,390.53,-67.49,3.2068,410.87,-59.617,-12.247,422.71,-91.582,-11.043,310.62,-50.858,8.4974,295.16,-32.145,11.46,274.52,-8.2611,3.7577,390.47,-28.039,-0.88054,378.23,-1.3836,6.1257,353.68,16.579,7.995,368.2,-30.523,10.099,361,-20.54,13.032,,,,318.66,24.291,10.98,332.08,-24.683,15.112,312.12,1.0537,15.827,,,,330.16,-117.88,-32.643,306.41,-91.949,-31.765,287.59,-73.44,-34.441,499.82,-368.63,161.79,395.98,-149.66,-3.5602,444.26,-118.99,-13.981
0.0750,578.76,-351.16,42.991,427.27,-396.22,293.5,,,,469.89,-163.97,-7.5366,500.05,-246.37,38.925,363,-113.37,-4.2785,349.94,-86.689,10.063,369.43,-67.117,12.368,390.5,-67.199,3.1661,410.91,-59.328,-12.258,422.74,-91.294,-10.942,310.5,-50.762,8.454,295.02,-32.106,11.472,274.28,-8.2968,3.7489,390.5,-27.754,-0.82645,378.26,-1.1892,6.0895,355.3,17.124,6.8014,368.1,-30.319,10.015,361,-20.268,13.045,,,,318.69,24.582,10.976,332.01,-24.427,15.054,312.02,1.2251,15.914,,,,330.2,-117.69,-32.585,306.43,-91.847,-31.718,287.55,-73.379,-34.415,500.89,-368.71,161.24,396.05,-149.47,-3.5312,444.35,-118.67,-13.926
0.0833,579.52,-350.56,42.373,428.77,-397.05,292.96,,,,470.03,-163.58,-7.6329,500.5,-246.02,38.675,362.95,-113.12,-4.273,349.91,-86.434,10.025,369.3,-66.885,12.147,390.39,-66.996,3.1066,410.89,-59.083,-12.296,422.69,-91.039,-10.937,310.29,-50.648,8.4437,294.9,-32.038,11.504,274.02,-8.2931,3.726,390.5,-27.464,-0.81586,378.43,-0.90699,6.0966,355.33,17.835,7.1356,368.19,-30.039,10.093,361.02,-20.022,13.08,,,,318.62,24.828,10.973,331.92,-24.247,15.046,311.84,1.3916,15.972,,,,330.16,-117.53,-32.458,306.6,-91.764,-31.867,287.45,-73.331,-34.359,501.93,-368.76,160.68,396.14,-149.27,-3.4994,444.38,-118.36,-13.936
0.0917,580.27,-349.86,41.784,430.23,-397.86,292.43,,,,470.13,-163.17,-7.7942,500.91,-245.6,38.387,362.86,-112.9,-4.2368,349.85,-86.201,10.025,369.25,-66.604,12.078,390.42,-66.722,3.0725,410.85,-58.848,-12.385,422.61,-90.822,-11.025,310.04,-50.543,8.4608,294.7,-31.995,11.499,273.71,-8.2601,3.6944,390.64,-27.116,-0.83517,378.86,-0.42675,6.0875,355.81,18.738,7.2758,368.33,-29.775,10.183,361.01,-19.751,13.146,345.88,9.2503,12.686,318.51,25.058,11,331.81,-24.135,15.161,311.66,1.5698,16.018,,,,330.11,-117.41,-32.296,306.77,-91.698,-31.977,287.31,-73.313,-34.245,502.97,-368.8,160.12,396.25,-149.03,-3.4071,444.36,-118.04,-13.987
0.1000,581.02,-349.11,41.229,431.61,-398.65,291.88,,,,470.19,-162.76,-7.9559,501.34,-245.12,38.079,362.74,-112.68,-4.1796,349.95,-85.868,9.9527,369.13,-66.358,12.016,390.49,-66.344,3.0953,410.77,-58.581,-12.47,422.5,-90.603,-11.125,309.79,-50.44,8.4598,294.41,-31.974,11.47,273.38,-8.2361,3.6665,390.76,-26.747,-0.88506,379.37,0.063108,6.1135,356.44,19.563,7.3047,368.37,-29.544,10.184,360.94,-19.502,13.231,345.77,9.5379,12.759,318.44,25.316,11.013,331.65,-23.981,15.263,311.48,1.7359,16.071,,,,329.97,-117.29,-32.181,306.46,-91.585,-31.573,287.08,-73.31,-34.076,504.04,-368.85,159.62,396.27,-148.82,-3.353,444.26,-117.71,-14.093
0.1083,581.79,-348.35,40.702,432.9,-399.39,291.28,,,,470.23,-162.34,-8.11,501.78,-244.61,37.798,362.7,-112.46,-4.1558,350.04,-85.508,9.8753,368.95,-66.153,11.921,390.42,-66.084,3.1154,410.64,-58.354,-12.539,422.41,-90.285,-11.215,309.51,-50.391,8.4559,294.1,-31.953,11.504,273.11,-8.2238,3.6783,390.66,-26.451,-0.93987,379.66,0.39362,6.1782,356.7,20.113,7.3572,368.18,-29.324,10.124,360.83,-19.298,13.343,345.58,9.828,12.656,318.34,25.55,10.994,331.46,-23.8,15.336,311.3,1.9036,16.138,,,,329.8,-117.15,-32.059,306.07,-91.468,-31.12,286.83,-73.298,-33.882,505.08,-368.86,159.17,396.21,-148.62,-3.3626,444.13,-117.35,-14.16
0.1167,582.58,-347.6,40.243,434.11,-400.11,290.64,,,,470.27,-161.9,-8.2364,502.21,-244.09,37.499,362.64,-112.28,-4.1651,349.85,-85.344,9.8856,368.78,-65.964,11.895,390.18,-65.943,3.0695,410.45,-58.152,-12.591,422.33,-89.893,-11.303,309.24,-50.389,8.4917,293.75,-31.976,11.552,272.82,-8.203,3.7163,390.54,-26.238,-0.91807,379.67,0.61638,6.194,356.67,20.467,7.4446,367.84,-29.107,10.178,360.71,-19.113,13.416,345.18,10.197,12.522,318.19,25.789,10.945,331.26,-23.643,15.365,311.07,2.0471,16.178,,,,329.65,-117.01,-31.885,305.86,-91.365,-30.902,286.6,-73.276,-33.627,506.04,-368.82,158.67,396.18,-148.41,-3.3684,444.03,-116.99,-14.191
0.1250,583.32,-346.8,39.78,435.29,-400.87,289.98,,,,470.29,-161.45,-8.3211,502.6,-243.57,37.193,362.52,-112.11,-4.1742,349.63,-85.253,9.9427,368.74,-65.731,12.023,389.84,-65.805,3.0336,410.25,-57.963,-12.577,422.11,-89.633,-11.394,308.95,-50.349,8.531,293.36,-32.032,11.535,272.45,-8.2155,3.7132,390.46,-26.012,-0.82625,379.65,0.85343,6.2891,356.64,20.761,7.5567,367.7,-28.881,10.354,360.52,-18.961,13.469,344.59,10.464,12.304,318.05,26.027,10.852,331.05,-23.525,15.365,310.8,2.1275,16.205,,,,329.54,-116.89,-31.728,305.7,-91.236,-30.722,286.38,-73.238,-33.333,506.96,-368.77,158.13,396.19,-148.22,-3.391,443.91,-116.65,-14.252
0.1333,583.99,-345.95,39.265,436.43,-401.61,289.32,,,,470.32,-160.97,-8.4303,502.94,-243.04,36.927,362.43,-111.91,-4.1946,349.36,-85.156,10.035,368.71,-65.497,12.117,389.55,-65.604,3.0352,410.06,-57.758,-12.517,421.84,-89.44,-11.467,308.65,-50.314,8.5171,293.04,-32.074,11.491,272.07,-8.2885,3.6755,390.35,-25.759,-0.71514,379.7,1.1285,6.5298,356.61,21.07,7.716,367.67,-28.699,10.454,360.28,-18.777,13.626,343.85,10.63,11.923,317.93,26.202,10.741,330.78,-23.438,15.412,310.46,2.1708,16.244,,,,329.46,-116.72,-31.635,305.63,-91.111,-30.602,286.19,-73.173,-33.059,507.85,-368.75,157.61,396.21,-148.02,-3.4715,443.77,-116.31,-14.324
0.1417,584.63,-345.15,38.826,437.52,-402.36,288.65,,,,470.38,-160.48,-8.5718,503.27,-242.56,36.677,362.36,-111.71,-4.1869,349.12,-85.007,10.098,368.41,-65.32,11.992,389.37,-65.361,3.0739,409.92,-57.44,-12.469,421.73,-89.132,-11.508,308.4,-50.3,8.4636,292.79,-32.095,11.519,271.68,-8.3862,3.6711,390.27,-25.545,-0.55781,379.7,1.4076,6.7723,356.54,21.395,7.8945,367.55,-28.496,10.577,360.04,-18.527,13.836,343.33,10.83,11.745,317.75,26.355,10.667,330.42,-23.326,15.495,310.12,2.2272,16.331,,,,329.44,-116.5,-31.601,305.55,-90.986,-30.449,286.04,-73.044,-32.835,508.7,-368.75,157.09,396.24,-147.76,-3.5524,443.67,-115.92,-14.385
0.1500,585.28,-344.43,38.416,438.56,-403.15,287.98,,,,470.5,-159.96,-8.7108,503.59,-242.11,36.458,362.3,-111.49,-4.1445,349.08,-84.791,10.144,368.17,-65.118,11.923,389.26,-65.074,3.1383,409.84,-57.065,-12.444,421.72,-88.756,-11.531,308.24,-50.265,8.4098,292.59,-32.11,11.585,271.25,-8.5054,3.6741,390.28,-25.356,-0.37515,379.56,1.6929,6.9052,356.44,21.696,8.0456,367.37,-28.261,10.763,359.89,-18.266,13.964,343.1,10.999,11.785,317.5,26.545,10.647,330.11,-23.178,15.561,309.88,2.3198,16.526,,,,329.49,-116.27,-31.544,305.44,-90.827,-30.184,285.96,-72.85,-32.61,509.5,-368.77,156.6,396.3,-147.48,-3.612,443.68,-115.47,-14.449
0.1583,585.88,-343.76,37.964,439.53,-403.91,287.36,,,,470.67,-159.42,-8.8449,503.89,-241.63,36.246,362.33,-111.2,-4.1457,349.16,-84.565,10.181,368.14,-64.842,12.006,389.23,-64.747,3.1819,409.83,-56.69,-12.368,421.74,-88.357,-11.53,308.12,-50.201,8.3863,292.42,-32.09,11.586,270.88,-8.6148,3.6416,390.22,-25.101,-0.28803,379.31,1.9805,6.9474,356.29,21.966,8.1688,367.17,-27.946,10.906,359.78,-17.998,14.045,342.89,11.127,11.876,317.22,26.748,10.68,329.9,-23.034,15.57,309.63,2.4281,16.685,,,,329.55,-115.97,-31.453,305.42,-90.598,-29.905,286,-72.614,-32.323,510.26,-368.8,156.09,396.49,-147.12,-3.735,443.78,-115,-14.527
0.1667,586.37,-343.12,37.541,440.45,-404.64,286.79,,,,470.89,-158.86,-9.0106,504.22,-241.15,35.994,362.45,-110.88,-4.2123,349.24,-84.297,10.19,368.19,-64.506,12.096,389.29,-64.381,3.2358,409.84,-56.278,-12.26,421.84,-87.886,-11.537,308.04,-50.092,8.4036,292.29,-32.041,11.542,270.57,-8.7639,3.6766,390.09,-24.748,-0.26949,379.14,2.3144,7.0414,356.1,22.247,8.2718,367.03,-27.582,11.002,359.61,-17.724,14.146,342.65,11.345,11.981,316.97,26.919,10.762,329.74,-22.892,15.602,309.31,2.5384,16.725,289.65,21.895,11.05,329.66,-115.62,-31.438,305.53,-90.269,-29.705,286.15,-72.34,-32.044,510.98,-368.82,155.61,396.71,-146.7,-3.9519,443.94,-114.48,-14.605
0.1750,586.81,-342.55,37.161,441.26,-405.4,286.13,,,,471.11,-158.3,-9.1631,504.58,-240.67,35.738,362.62,-110.52,-4.2786,349.38,-84,10.215,368.27,-64.137,12.117,389.4,-63.971,3.3021,409.89,-55.791,-12.186,422.05,-87.357,-11.545,308.04,-49.941,8.4225,292.26,-31.996,11.528,270.26,-8.9687,3.8476,389.99,-24.287,-0.16362,379.03,2.6938,7.1878,355.86,22.527,8.3731,367.01,-27.325,11.022,359.47,-17.445,14.229,342.43,11.633,11.982,316.71,27.072,10.853,329.63,-22.714,15.653,309.02,2.6081,16.758,289.54,21.926,10.97,329.9,-115.23,-31.513,305.73,-89.924,-29.613,286.36,-72.001,-31.85,511.63,-368.9,155.2,396.89,-146.26,-4.1203,444.16,-113.93,-14.654
0.1833,587.25,-342.06,36.797,441.9,-406.13,285.39,,,,471.4,-157.72,-9.2345,504.9,-240.18,35.51,362.86,-110.16,-4.323,349.61,-83.703,10.205,368.31,-63.782,12.069,389.65,-63.518,3.4073,410.06,-55.25,-12.111,422.3,-86.823,-11.538,308.09,-49.794,8.4477,292.17,-31.968,11.546,270.05,-9.0633,3.9849,389.87,-23.748,-0.034483,378.89,3.0562,7.3409,355.62,22.757,8.4768,367.03,-27.018,11.058,359.46,-17.135,14.299,342.28,11.89,11.971,316.43,27.228,10.914,329.6,-22.527,15.657,308.77,2.6483,16.771,289.38,21.92,10.878,330.18,-114.77,-31.613,306.01,-89.552,-29.606,286.6,-71.57,-31.74,512.23,-369.04,154.82,397.11,-145.78,-4.2138,444.38,-113.37,-14.698
0.1917,587.65,-341.63,36.427,442.6,-406.85,284.77,,,,471.76,-157.16,-9.3331,505.2,-239.7,35.265,363.18,-109.77,-4.4211,349.89,-83.423,10.159,368.47,-63.445,12.097,389.94,-62.995,3.5723,410.3,-54.686,-12.01,422.55,-86.285,-11.531,308.23,-49.645,8.5305,291.96,-31.942,11.526,269.93,-9.0637,3.9801,389.89,-23.292,0.073317,378.81,3.4422,7.5572,355.46,22.977,8.5197,367.06,-26.656,11.171,359.48,-16.799,14.362,342.18,12.136,12.024,316.18,27.362,10.952,329.61,-22.333,15.656,308.56,2.7023,16.748,289.05,21.851,10.797,330.45,-114.25,-31.751,306.36,-89.058,-29.679,286.92,-71.115,-31.714,512.83,-369.23,154.43,397.46,-145.26,-4.364,444.64,-112.8,-14.772
0.2000,588.03,-341.25,36.108,443.38,-407.57,284.29,,,,472.12,-156.59,-9.4557,505.53,-239.24,34.988,363.52,-109.38,-4.6253,350.16,-83.148,10.147,368.73,-63.091,12.182,390.15,-62.476,3.7241,410.52,-54.129,-11.902,422.85,-85.744,-11.502,308.43,-49.472,8.6255,291.91,-31.865,11.496,269.83,-9.0795,3.9419,390.07,-22.943,0.28536,378.71,3.8527,7.7738,355.29,23.227,8.5275,367.11,-26.32,11.258,359.4,-16.587,14.407,342.09,12.381,12.073,315.95,27.46,10.978,329.57,-22.103,15.667,308.41,2.7607,16.749,288.68,21.742,10.743,330.79,-113.76,-31.933,306.76,-88.525,-29.844,287.31,-70.667,-31.793,513.38,-369.44,154.05,397.87,-144.74,-4.5745,444.98,-112.2,-14.845
0.2083,588.39,-340.91,35.831,444.08,-408.25,283.88,,,,472.49,-156.04,-9.5859,505.87,-238.77,34.736,363.83,-108.99,-4.8463,350.39,-82.861,10.091,368.98,-62.733,12.246,390.36,-62.005,3.7929,410.72,-53.623,-11.822,423.18,-85.204,-11.453,308.59,-49.293,8.6569,292,-31.749,11.478,269.81,-9.0803,3.931,390.22,-22.539,0.49626,378.58,4.2532,7.9654,355,23.487,8.5772,367.15,-25.95,11.331,359.23,-16.472,14.465,341.99,12.614,12.15,315.78,27.501,11.003,329.54,-21.892,15.676,308.29,2.8282,16.742,288.48,21.746,10.85,331.18,-113.34,-32.146,307.17,-88.019,-30.061,287.7,-70.239,-31.904,513.9,-369.62,153.68,398.25,-144.23,-4.7827,445.32,-111.59,-14.906
0.2167,588.69,-340.57,35.512,444.73,-408.9,283.49,,,,472.88,-155.52,-9.7509,506.18,-238.35,34.533,364.16,-108.61,-4.9038,350.64,-82.598,9.9701,369.05,-62.544,12.032,390.57,-61.482,3.8628,411.13,-53.175,-11.636,423.5,-84.667,-11.429,308.81,-49.114,8.6599,292.09,-31.661,11.476,269.82,-9.0723,3.9281,390.21,-22.062,0.56781,378.34,4.5986,8.041,354.68,23.72,8.5525,367.24,-25.573,11.415,359.16,-16.247,14.533,341.91,12.822,12.242,315.66,27.56,11.039,329.58,-21.741,15.688,308.2,2.9087,16.722,288.28,21.797,10.989,331.59,-112.96,-32.394,307.51,-87.707,-30.079,288.03,-69.926,-31.976,514.43,-369.8,153.35,398.59,-143.72,-4.9414,445.69,-111.02,-14.962
0.2250,588.98,-340.23,35.231,445.35,-409.51,283.1,,,,473.25,-155.02,-9.8561,506.47,-237.93,34.351,364.51,-108.29,-4.9092,350.93,-82.324,9.9086,368.83,-62.545,11.551,390.78,-61.016,3.9629,411.56,-52.726,-11.453,423.84,-84.151,-11.428,309.05,-48.954,8.6824,292.2,-31.582,11.509,269.77,-8.669,3.81,390.11,-21.56,0.59439,377.97,4.8831,7.9675,354.35,23.9,8.3559,367.32,-25.236,11.458,359.2,-15.966,14.575,341.83,13.022,12.277,315.55,27.71,11.027,329.64,-21.559,15.719,308.27,3.1276,16.556,288.07,21.804,11.021,332,-112.6,-32.623,307.84,-87.46,-30.178,288.32,-69.705,-32.022,514.96,-370.01,153.03,398.96,-143.22,-5.1293,446.1,-110.5,-15.009
0.2333,589.32,-339.95,35.045,445.93,-410.1,282.75,,,,473.59,-154.55,-9.9478,506.74,-237.53,34.156,364.91,-108.01,-5.0939,351.24,-82.04,9.8507,368.97,-62.266,11.559,390.97,-60.741,3.9636,411.6,-52.213,-11.5,424.16,-83.655,-11.47,309.28,-48.804,8.7181,292.32,-31.493,11.526,269.75,-8.2559,3.6949,390.18,-21.16,0.67655,377.75,5.2233,7.9529,353.9,24.053,8.0739,367.34,-24.954,11.466,359.2,-15.685,14.62,341.69,13.239,12.259,315.47,27.871,10.955,329.66,-21.337,15.739,308.36,3.3389,16.392,288.02,21.819,10.99,332.43,-112.29,-32.764,308.11,-87.28,-30.269,288.55,-69.557,-32.008,515.5,-370.24,152.7,399.38,-142.79,-5.3563,446.47,-110.01,-15.069
0.2417,589.68,-339.7,34.872,446.48,-410.67,282.4,,,,473.95,-154.09,-10.041,507.01,-237.19,33.978,365.3,-107.72,-5.3135,351.52,-81.817,9.8097,369.54,-61.661,12.043,391.23,-60.463,4.0158,411.59,-51.717,-11.523,424.38,-83.204,-11.608,309.55,-48.618,8.7451,292.45,-31.403,11.532,269.76,-8.249,3.7041,390.4,-20.904,0.79639,377.63,5.6062,7.998,353.49,24.193,7.7788,367.39,-24.7,11.502,359.22,-15.416,14.68,341.58,13.454,12.217,315.4,27.994,10.894,329.71,-21.188,15.742,308.33,3.406,16.396,288,21.833,10.965,332.81,-112.05,-32.886,308.37,-87.149,-30.259,288.74,-69.466,-32.005,515.99,-370.44,152.4,399.74,-142.44,-5.4912,446.79,-109.56,-15.141
0.2500,589.99,-339.42,34.652,446.98,-411.18,282.06,,,,474.31,-153.67,-10.082,507.28,-236.85,33.856,365.67,-107.46,-5.3485,351.79,-81.615,9.8675,369.87,-61.204,12.275,391.39,-60.008,4.0545,412,-51.337,-11.32,424.53,-82.83,-11.761,309.79,-48.457,8.7829,292.6,-31.312,11.542,269.69,-7.847,3.5914,390.56,-20.583,0.87933,377.51,5.9913,8.0779,353.18,24.321,7.513,367.48,-24.431,11.604,359.29,-15.161,14.741,341.51,13.631,12.217,315.28,28.1,10.873,329.82,-21.071,15.768,308.5,3.638,16.244,287.95,21.83,10.965,333.14,-111.86,-32.987,308.66,-87.049,-30.162,288.98,-69.371,-32.02,516.39,-370.57,152.15,399.99,-142.07,-5.5588,447.1,-109.14,-15.183
0.2583,590.3,-339.15,34.45,447.5,-411.67,281.72,,,,474.63,-153.26,-10.137,507.57,-236.51,33.755,366,-107.19,-5.233,352.09,-81.373,9.9254,369.91,-60.913,12.24,391.44,-59.563,3.9998,412.42,-51.008,-11.134,424.72,-82.481,-11.805,309.88,-48.334,8.8281,292.77,-31.225,11.562,269.65,-7.4474,3.4782,390.64,-20.187,0.90763,377.42,6.3852,8.1942,352.87,24.466,7.2991,367.54,-24.152,11.75,359.37,-14.894,14.835,341.46,13.77,12.274,315.16,28.207,10.872,329.94,-20.904,15.815,308.65,3.8891,16.061,287.94,21.85,10.951,333.46,-111.64,-32.977,308.92,-86.954,-30.006,289.23,-69.329,-31.894,516.79,-370.69,151.91,400.31,-141.7,-5.6726,447.48,-108.75,-15.184
0.2667,590.59,-338.86,34.274,448.03,-412.16,281.38,,,,474.9,-152.83,-10.166,507.86,-236.22,33.668,366.26,-106.9,-5.092,352.36,-81.122,9.9796,369.94,-60.822,12.122,391.6,-59.348,4.1226,412.4,-50.628,-11.165,424.98,-82.12,-11.737,309.99,-48.139,8.8388,292.96,-31.141,11.614,269.67,-7.4548,3.4957,390.66,-19.771,0.93102,377.29,6.7536,8.2443,352.64,24.621,7.0809,367.62,-23.898,11.928,359.5,-14.626,14.933,341.44,13.962,12.316,315.08,28.273,10.863,330.02,-20.699,15.85,308.64,3.9827,16.085,287.93,21.907,10.926,333.76,-111.42,-32.9,309.16,-86.856,-29.845,289.45,-69.326,-31.673,517.22,-370.81,151.67,400.7,-141.36,-5.7853,447.82,-108.37,-15.158
